-4.563473907794761419e-02 -4.438920094123927074e-02 9.707760489058933628e-02 -2.490843721368572045e-03 8.996211102474232764e-05 3.162944985245892682e-03 -1.891649471023607379e-02
7.619987772180418506e-03 6.397958435246490355e-03 3.699614169886587811e-02 2.248791970308730570e-02 -3.788625467087219922e-03 -1.169368066223462448e-02 -2.368538250319598276e-02
1.141590296445292307e-01 4.488617857124091448e-01 3.949569811456382119e-03 -1.627676971158649177e-01 -7.439290773331548590e-02 -8.376544446449692150e-02 -2.939421961837901942e-01
6.972506852503192014e-03 -1.008105746045403865e-02 4.154556872402108414e-02 1.410846863324671276e-02 2.612444389948372862e-03 -1.751715418354116149e-02 -1.262853813956457336e-02
9.465914634213102793e-03 1.044980132009678403e-03 3.175666963174889057e-02 2.224616449381925168e-02 -2.540849264750199275e-04 -1.667470462486546692e-02 -5.437804871751353471e-03
2.497114387639171561e-03 -3.273684891988256490e-03 4.729824782921788345e-02 -7.064995888561399068e-03 9.161769194426098648e-03 -1.536992910093454290e-02 -2.851886190071526231e-02
1.673668427469268416e-01 -1.421102939592161496e-01 -1.232652777015013322e-02 3.261188983619552756e-02 3.899826874787399450e-02 5.507399490025009087e-02 -7.771463351735827252e-02
-2.327875715617223982e-03 3.734821431657224799e-01 -1.022131996697802914e-01 -8.724520805873413332e-02 -2.056122492944648106e-01 -2.993639498703832835e-01 3.832124592459964507e-01
-5.944292262477070959e-02 -3.310503068467130633e-02 1.475949495997216088e-01 -3.800439958477077468e-02 1.720702625655750051e-01 -1.331240263187012940e-01 -8.809096751131539893e-02
2.781155282402862639e-02 -4.849460505648791817e-03 3.126096757347782140e-02 1.683024796559286218e-02 3.373464918427511450e-02 -2.243384261877106461e-02 -4.220458199189918574e-02
-5.339504087401937375e-03 -1.105316045150047397e-03 4.732496297790479006e-02 -1.527970521813675788e-04 1.692898847887501154e-02 -1.222277197372505404e-02 -3.017916187318760157e-02
1.964266132284987407e-02 -3.278753726687301528e-02 4.385479625717613600e-02 -1.267129094607015016e-03 6.695091031729924480e-03 -5.453770422701006287e-03 -2.246636945934328208e-02
1.571413277591615990e-02 1.411481627951033857e-03 2.925749430902368359e-02 1.141905330973955190e-03 1.658393830346695241e-02 -9.454234744872020563e-03 -1.805178493351114813e-02
1.591680332862649080e-02 -1.214856904755361525e-02 2.698759821714259016e-02 1.835270008700519775e-02 -1.899117460215113927e-03 -1.067112142228357485e-02 5.265680630447921312e-03
4.993958441868894677e-02 -1.020172435439576936e-03 -8.807270776793310954e-03 2.807645776393976819e-02 5.502891924104293293e-03 -2.315805844465964811e-02 1.531324295981592240e-02
4.826971943867915810e-02 -4.864585488167300076e-02 2.786168293617977479e-02 2.397122970206520473e-02 1.703405728746421391e-02 2.041307667088315160e-03 -3.617576030396550679e-02
-3.371637350170763464e-02 -4.767027977005282996e-02 1.020233898619920671e-01 -9.612216669223671087e-03 2.669727212665357063e-02 -3.273190488235265538e-02 -3.002284708754564269e-02
-5.097912771085401709e-03 -1.395931174409450158e-02 4.516078725531264687e-02 1.331710720696283566e-02 8.422941795854908429e-04 -1.508874716174491912e-02 -5.054579692170388730e-03
-3.824415734481361601e-02 -1.915404285257317485e-02 8.486102622077652813e-02 -1.196296371838661589e-02 1.494259574197132762e-02 2.634798237364241805e-03 -3.582306024663432092e-02
